State,MONTH,YEAR,MAX(cse6242.AK_1.DailyAverageDryBulbTemperature),MAX(cse6242.AK_1.DailyAverageWetBulbTemperature),MAX(cse6242.AK_1.DailyAverageRelativeHumidity),MAX(cse6242.AK_1.DailyAverageWindSpeed),MAX(cse6242.AK_1.DailyCollingDegreeDays),MAX(cse6242.AK_1.DailyDepartureFromNormalAverageTemperature),MAX(cse6242.AK_1.DailyHeatingDegreeDays),MAX(cse6242.AK_1.DailyPrecipitation),MAX(cse6242.AK_1.DailySnowfall),MAX(cse6242.AK_1.MonthlyMeanTemperature),MAX(cse6242.AK_1.NormalsCoolingDegreeDay),MAX(cse6242.AK_1.NormalsHeatingDegreeDay)
IA,3,2019,60,50,100,24.3,,,,,,,,
IA,4,2019,70,60,97,27.2,,,,,,,,
IA,5,2019,77,68,99,22.4,,,,,,,,
IA,6,2019,85,77,96,16.3,,,,,,,,
IA,7,2019,89,80,92,17.1,,,,,,,,
IA,8,2019,80,74,98,14.7,,,,,,,,
IA,9,2019,82,74,100,16.8,,,,,,,,
IA,10,2019,80,73,100,23.6,,,,,,,,
IA,11,2019,51,46,100,24.8,,,,,,,,
IA,12,2019,53,48,97,22.9,,,,,,,,
IA,1,2020,46,43,100,28.2,,,,,,,,
IA,2,2020,48,38,97,24.3,,,,,,,,
IA,3,2020,61,54,100,25,,,,,,,,
IA,4,2020,70,60,96,25.8,,,,,,,,
IA,5,2020,76,70,99,23.6,,,,,,,,
IA,6,2020,86,75,96,24.6,,,,,,,,
IA,7,2020,85,78,95,14.3,,,,,,,,
IA,8,2020,84,75,86,14.4,,,,,,,,
IA,9,2020,83,71,100,18.4,,,,,,,,
IA,10,2020,73,65,100,23.7,,,,,,,,
IA,11,2020,69,63,100,23.6,,,,,,,,
IA,12,2020,51,40,97,27.7,,,,,,,,
IA,1,2021,38,34,99,29.3,,,,,,,,
IA,2,2021,44,40,97,21.8,,,,,,,,
IA,3,2021,61,55,99,22.9,,,,,,,,
IA,4,2021,74,63,93,26.2,,,,,,,,
IA,5,2021,77,68,97,22.2,,,,,,,,
IA,6,2021,86,74,96,22.8,,,,,,,,
IA,7,2021,86,77,96,14,,,,,,,,
IA,8,2021,87,78,94,15,,,,,,,,
IA,9,2021,78,70,93,17.6,,,,,,,,
IA,10,2021,74,67,100,21.7,,,,,,,,
IA,11,2021,58,51,95,26,,,,,,,,
IA,12,2021,65,59,98,25.7,,,,,,,,
IA,1,2022,43,36,98,27.8,,,,,,,,
IA,2,2022,49,42,95,28,,,,,,,,
IA,3,2022,63,51,100,26.6,,,,,,,,
IA,4,2022,73,62,96,29.5,,,,,,,,
IA,5,2022,84,75,97,22.8,,,,,,,,
IA,6,2022,89,78,93,19.6,,,,,,,,
IA,7,2022,89,77,96,16.6,,,,,,,,
IA,8,2022,87,78,91,14.7,,,,,,,,
IA,9,2022,84,72,93,16.7,,,,,,,,
IA,10,2022,73,71,89,23.1,,,,,,,,
IA,11,2022,66,59,93,24,,,,,,,,
IA,12,2022,56,50,97,33.9,,,,,,,,
IA,1,2023,52,44,97,20.6,,,,,,,,
IA,2,2023,48,45,95,27.2,,,,,,,,
IA,3,2023,58,52,95,27.4,,,,,,,,
IA,4,2023,78,58,93,27.9,,,,,,,,
IA,5,2023,79,69,92,23.8,,,,,,,,
IA,6,2023,81,71,89,19.4,,,,,,,,
IA,7,2023,87,79,90,12.5,,,,,,,,
IA,8,2023,92,81,96,14.7,,,,,,,,
IA,9,2023,85,73,98,14.6,,,,,,,,
IA,10,2023,82,67,98,21.5,,,,,,,,
IA,11,2023,61,52,87,21.4,,,,,,,,
IA,12,2023,54,,,21.1,,,,,,,,
IA,1,2024,43,,,27.9,,,,,,,,
IA,2,2024,58,,,23.3,,,,,,,,
IA,3,2024,64,,,21.9,,,,,,,,
ID,1,2010,49,5.0,93.0,20.7,,,,,,,,
ID,2,2010,55,44.0,92.0,16.9,,,,,,,,
ID,3,2010,57,46.0,92.0,21.6,,,,,,,,
ID,4,2010,66,53.0,88.0,27.1,,,,,,,,
ID,5,2010,72,57.0,87.0,22.5,,,,,,,,
ID,6,2010,83,63.0,89.0,20.3,,,,,,,,
ID,7,2010,84,64.0,66.0,20,,,,,,,,
ID,8,2010,87,64.0,64.0,14.2,,,,,,,,
ID,9,2010,77,61.0,78.0,21.3,,,,,,,,
ID,10,2010,75,58.0,93.0,27.4,,,,,,,,
ID,11,2010,58,7.0,92.0,25.7,,,,,,,,
ID,12,2010,50,7.0,95.0,29.1,,,,,,,,
ID,1,2011,48,9.0,92.0,21.3,,,,,,,,
ID,2,2011,55,42.0,88.0,20.7,,,,,,,,
ID,3,2011,59,49.0,90.0,22,,,,,,,,
ID,4,2011,57,49.0,86.0,23.2,,,,,,,,
ID,5,2011,72,56.0,87.0,22.1,,,,,,,,
ID,6,2011,80,60.0,76.0,20.7,,,,,,,,
ID,7,2011,86,64.0,77.0,16.6,,,,,,,,
ID,8,2011,85,64.0,69.0,13.9,,,,,,,,
ID,9,2011,80,59.0,76.0,14.1,,,,,,,,
ID,10,2011,77,56.0,87.0,19.8,,,,,,,,
ID,11,2011,52,42.0,88.0,22.1,,,,,,,,
ID,12,2011,49,42.0,81.0,22,,,,,,,,
ID,1,2012,49,41.0,96.0,24.6,,,,,,,,
ID,2,2012,49,43.0,95.0,28.4,,,,,,,,
ID,3,2012,63,49.0,96.0,21.4,,,,,,,,
ID,4,2012,76,61.0,87.0,21.1,,,,,,,,
ID,5,2012,75,57.0,86.0,21.9,,,,,,,,
ID,6,2012,79,63.0,75.0,19.8,,,,,,,,
ID,7,2012,91,69.0,82.0,16,,,,,,,,
ID,8,2012,89,65.0,64.0,16.9,,,,,,,,
ID,9,2012,80,57.0,76.0,17.3,,,,,,,,
ID,10,2012,70,58.0,88.0,19.1,,,,,,,,
ID,11,2012,59,52.0,91.0,18,,,,,,,,
ID,12,2012,53,46.0,94.0,22.5,,,,,,,,
ID,1,2013,45,9.0,98.0,23.7,,,,,,,,
ID,2,2013,48,41.0,96.0,25.2,,,,,,,,
ID,3,2013,57,50.0,90.0,24.9,,,,,,,,
ID,4,2013,63,50.0,86.0,24.1,,,,,,,,
ID,5,2013,78,60.0,81.0,20.7,,,,,,,,
ID,6,2013,87,68.0,87.0,18.7,,,,,,,,
ID,7,2013,93,72.0,60.0,13.5,,,,,,,,
ID,8,2013,85,65.0,72.0,12.9,,,,,,,,
ID,9,2013,83,65.0,84.0,20.7,,,,,,,,
ID,10,2013,61,,,19.2,,,,,,,,
ID,11,2013,55,46.0,94.0,21.6,,,,,,,,
ID,12,2013,48,9.0,95.0,23.8,,,,,,,,
ID,1,2014,49,41.0,95.0,26.1,,,,,,,,
ID,2,2014,50,8.0,95.0,28.1,,,,,,,,
ID,3,2014,57,49.0,93.0,32.8,,,,,,,,
ID,4,2014,62,50.0,88.0,22.9,,,,,,,,
ID,5,2014,72,55.0,87.0,21,,,,,,,,
ID,6,2014,77,60.0,76.0,18.4,,,,,,,,
ID,7,2014,88,66.0,74.0,19.8,,,,,,,,
ID,8,2014,87,65.0,90.0,15.2,,,,,,,,
ID,9,2014,81,63.0,91.0,19.3,,,,,,,,
ID,10,2014,72,57.0,86.0,22.2,,,,,,,,
ID,11,2014,64,9.0,95.0,26.6,,,,,,,,
ID,12,2014,59,49.0,99.0,30,,,,,,,,
ID,1,2015,54,9.0,99.0,21.4,,,,,,,,
ID,2,2015,58,,,21.3,,,,,,,,
ID,3,2015,62,54.0,92.0,21.5,,,,,,,,
ID,4,2015,66,52.0,83.0,25.8,,,,,,,,
ID,5,2015,76,63.0,93.0,22.3,,,,,,,,
ID,6,2015,95,69.0,74.0,18.2,,,,,,,,
ID,7,2015,88,65.0,80.0,18.4,,,,,,,,
ID,8,2015,91,64.0,82.0,15.3,,,,,,,,
ID,9,2015,78,58.0,80.0,17.2,,,,,,,,
ID,10,2015,75,59.0,95.0,21,,,,,,,,
ID,11,2015,55,9.0,95.0,26.7,,,,,,,,
ID,12,2015,54,9.0,94.0,27,,,,,,,,
ID,1,2016,47,9.0,98.0,23.4,,,,,,,,
ID,2,2016,51,47.0,92.0,24.1,,,,,,,,
ID,3,2016,56,48.0,95.0,23.3,,,,,,,,
ID,4,2016,70,56.0,88.0,21.7,,,,,,,,
ID,5,2016,72,59.0,87.0,22.9,,,,,,,,
ID,6,2016,85,65.0,71.0,17.7,,,,,,,,
ID,7,2016,85,64.0,82.0,16,,,,,,,,
ID,8,2016,83,61.0,73.0,20.3,,,,,,,,
ID,9,2016,76,58.0,92.0,20.1,,,,,,,,
ID,10,2016,66,56.0,95.0,21.3,,,,,,,,
ID,11,2016,59,50.0,89.0,21.2,,,,,,,,
ID,12,2016,46,9.0,98.0,30.1,,,,,,,,
ID,1,2017,42,9.0,96.0,26.8,,,,,,,,
ID,2,2017,55,46.0,90.0,25.1,,,,,,,,
ID,3,2017,60,50.0,94.0,21.9,,,,,,,,
ID,4,2017,60,51.0,87.0,24.7,,,,,,,,
ID,5,2017,78,60.0,85.0,22.1,,,,,,,,
ID,6,2017,83,66.0,84.0,18.4,,,,,,,,
ID,7,2017,87,64.0,65.0,12.4,,,,,,,,
ID,8,2017,85,62.0,75.0,14.9,,,,,,,,
ID,9,2017,83,63.0,93.0,20.7,,,,,,,,
ID,10,2017,63,50.0,90.0,26.3,,,,,,,,
ID,11,2017,56,53.0,96.0,23.4,,,,,,,,
ID,12,2017,47,41.0,98.0,20.7,,,,,,,,
ID,1,2018,51,46.0,98.0,21.4,,,,,,,,
ID,2,2018,55,49.0,94.0,22.9,,,,,,,,
ID,3,2018,57,47.0,88.0,22.4,,,,,,,,
ID,4,2018,70,54.0,93.0,26.5,,,,,,,,
ID,5,2018,73,63.0,86.0,18,,,,,,,,
ID,6,2018,80,64.0,85.0,21.9,,,,,,,,
ID,7,2018,87,64.0,50.0,18.8,,,,,,,,
ID,8,2018,93,65.0,79.0,18,,,,,,,,
ID,9,2018,80,58.0,66.0,15.1,,,,,,,,
ID,10,2018,66,53.0,91.0,21.7,,,,,,,,
ID,11,2018,58,49.0,92.0,21.4,,,,,,,,
ID,12,2018,48,42.0,92.0,23.5,,,,,,,,
ID,1,2019,46,9.0,94.0,24.5,,,,,,,,
ID,2,2019,47,8.0,89.0,20.8,,,,,,,,
ID,3,2019,53,46.0,89.0,28.6,,,,,,,,
ID,4,2019,67,56.0,92.0,33.9,,,,,,,,
ID,5,2019,74,61.0,86.0,18.8,,,,,,,,
ID,6,2019,78,63.0,82.0,23,,,,,,,,
ID,7,2019,86,63.0,62.0,18.2,,,,,,,,
ID,8,2019,87,66.0,70.0,21.2,,,,,,,,
ID,9,2019,85,64.0,84.0,17.8,,,,,,,,
ID,10,2019,64,50.0,75.0,23,,,,,,,,
ID,11,2019,52,47.0,94.0,18.3,,,,,,,,
ID,12,2019,51,42.0,93.0,23,,,,,,,,
ID,1,2020,50,45.0,91.0,23.6,,,,,,,,
ID,2,2020,50,9.0,91.0,24,,,,,,,,
ID,3,2020,55,45.0,80.0,22.8,,,,,,,,
ID,4,2020,71,55.0,77.0,23.6,,,,,,,,
ID,5,2020,84,65.0,87.0,21.5,,,,,,,,
ID,6,2020,80,64.0,84.0,20.6,,,,,,,,
ID,7,2020,89,66.0,58.0,19,,,,,,,,
ID,8,2020,90,67.0,59.0,19.6,,,,,,,,
ID,9,2020,83,59.0,70.0,23.7,,,,,,,,
ID,10,2020,69,54.0,83.0,23.6,,,,,,,,
ID,11,2020,60,47.0,95.0,25.5,,,,,,,,
ID,12,2020,54,46.0,97.0,24.4,,,,,,,,
ID,1,2021,49,40.0,96.0,24.8,,,,,,,,
ID,2,2021,48,42.0,95.0,26.8,,,,,,,,
ID,3,2021,58,45.0,81.0,27.2,,,,,,,,
ID,4,2021,70,53.0,86.0,28.2,,,,,,,,
ID,5,2021,74,55.0,81.0,21.4,,,,,,,,
ID,6,2021,96,68.0,68.0,21.3,,,,,,,,
ID,7,2021,92,68.0,62.0,16.3,,,,,,,,
ID,8,2021,87,69.0,80.0,16.2,,,,,,,,
ID,9,2021,81,60.0,71.0,21.6,,,,,,,,
ID,10,2021,69,53.0,86.0,19.7,,,,,,,,
ID,11,2021,58,51.0,90.0,25.6,,,,,,,,
ID,12,2021,54,49.0,92.0,26.5,,,,,,,,
ID,1,2022,45,9.0,91.0,25.9,,,,,,,,
ID,2,2022,50,9.0,89.0,23.2,,,,,,,,
ID,3,2022,59,49.0,85.0,27.9,,,,,,,,
ID,4,2022,59,48.0,86.0,26,,,,,,,,
ID,5,2022,71,58.0,90.0,25.1,,,,,,,,
ID,6,2022,85,64.0,82.0,24.4,,,,,,,,
ID,7,2022,90,67.0,63.0,17.1,,,,,,,,
ID,8,2022,88,68.0,73.0,16.2,,,,,,,,
ID,9,2022,86,60.0,82.0,16.3,,,,,,,,
ID,10,2022,68,60.0,83.0,21.4,,,,,,,,
ID,11,2022,55,43.0,91.0,23.8,,,,,,,,
ID,12,2022,48,9.0,92.0,24.7,,,,,,,,
ID,1,2023,47,7.0,94.0,20.1,,,,,,,,
ID,2,2023,52,9.0,87.0,25.2,,,,,,,,
ID,3,2023,50,43.0,89.0,26.9,,,,,,,,
ID,4,2023,71,56.0,89.0,25.3,,,,,,,,
ID,5,2023,79,64.0,82.0,19.1,,,,,,,,
ID,6,2023,82,65.0,74.0,19.2,,,,,,,,
ID,7,2023,88,64.0,55.0,14.4,,,,,,,,
ID,8,2023,91,66.0,91.0,21.5,,,,,,,,
ID,9,2023,78,63.0,91.0,17.3,,,,,,,,
ID,10,2023,71,57.0,93.0,19.5,,,,,,,,
ID,11,2023,56,9.0,96.0,24.2,,,,,,,,
ID,12,2023,56,,,21.9,,,,,,,,
ID,1,2024,54,,,29.2,,,,,,,,
ID,2,2024,52,,,22.4,,,,,,,,
ID,3,2024,48,,,23.5,,,,,,,,
IL,1,2010,49,9.0,99.0,19.8,,,,,,,,
IL,2,2010,52,35.0,95.0,21.6,,,,,,,,
IL,3,2010,70,55.0,97.0,21.9,,,,,,,,
IL,4,2010,75,63.0,94.0,23.7,,,,,,,,
IL,5,2010,82,73.0,94.0,20.7,,,,,,,,
IL,6,2010,86,76.0,91.0,13.4,,,,,,,,
IL,7,2010,87,79.0,89.0,15.3,,,,,,,,
IL,8,2010,91,78.0,88.0,15,,,,,,,,
IL,9,2010,83,72.0,90.0,18.8,,,,,,,,
IL,10,2010,73,63.0,85.0,26.3,,,,,,,,
IL,11,2010,65,56.0,91.0,21.7,,,,,,,,
IL,12,2010,60,9.0,98.0,24.3,,,,,,,,
IL,1,2011,43,9.0,91.0,20.6,,,,,,,,
IL,2,2011,63,9.0,95.0,25.2,,,,,,,,
IL,3,2011,72,58.0,97.0,21,,,,,,,,
IL,4,2011,77,66.0,98.0,25.2,,,,,,,,
IL,5,2011,82,71.0,95.0,21.4,,,,,,,,
IL,6,2011,87,75.0,92.0,14.2,,,,,,,,
IL,7,2011,92,81.0,89.0,15.1,,,,,,,,
IL,8,2011,90,79.0,88.0,12.7,,,,,,,,
IL,9,2011,91,75.0,93.0,17,,,,,,,,
IL,10,2011,72,62.0,90.0,23.4,,,,,,,,
IL,11,2011,69,56.0,96.0,26.5,,,,,,,,
IL,12,2011,55,51.0,95.0,19.6,,,,,,,,
IL,1,2012,58,8.0,97.0,25.9,,,,,,,,
IL,2,2012,61,46.0,95.0,24.1,,,,,,,,
IL,3,2012,76,64.0,88.0,26.9,,,,,,,,
IL,4,2012,74,64.0,91.0,23.1,,,,,,,,
IL,5,2012,86,73.0,96.0,21.3,,,,,,,,
IL,6,2012,90,76.0,81.0,17.4,,,,,,,,
IL,7,2012,94,77.0,81.0,13.1,,,,,,,,
IL,8,2012,87,75.0,91.0,14.4,,,,,,,,
IL,9,2012,83,74.0,91.0,16.1,,,,,,,,
IL,10,2012,73,66.0,94.0,23.5,,,,,,,,
IL,11,2012,67,56.0,96.0,20.7,,,,,,,,
IL,12,2012,67,61.0,96.0,28,,,,,,,,
IL,1,2013,62,9.0,97.0,23.5,,,,,,,,
IL,2,2013,50,6.0,94.0,26.4,,,,,,,,
IL,3,2013,59,49.0,97.0,24.5,,,,,,,,
IL,4,2013,75,63.0,97.0,22.7,,,,,,,,
IL,5,2013,80,71.0,97.0,20.8,,,,,,,,
IL,6,2013,86,76.0,92.0,15.8,,,,,,,,
IL,7,2013,88,76.0,92.0,14,,,,,,,,
IL,8,2013,89,76.0,92.0,12.7,,,,,,,,
IL,9,2013,87,75.0,89.0,13.5,,,,,,,,
IL,10,2013,79,,,17.3,,,,,,,,
IL,11,2013,64,55.0,91.0,21.7,,,,,,,,
IL,12,2013,57,9.0,97.0,18,,,,,,,,
IL,1,2014,46,9.0,97.0,23.1,,,,,,,,
IL,2,2014,56,9.0,89.0,23.3,,,,,,,,
IL,3,2014,63,8.0,87.0,24.3,,,,,,,,
IL,4,2014,71,60.0,91.0,22.1,,,,,,,,
IL,5,2014,81,70.0,83.0,20.6,,,,,,,,
IL,6,2014,86,76.0,89.0,17.5,,,,,,,,
IL,7,2014,85,76.0,85.0,16.7,,,,,,,,
IL,8,2014,87,79.0,92.0,12.4,,,,,,,,
IL,9,2014,83,74.0,89.0,17.2,,,,,,,,
IL,10,2014,77,65.0,93.0,23.2,,,,,,,,
IL,11,2014,58,50.0,92.0,21.8,,,,,,,,
IL,12,2014,55,9.0,96.0,21.1,,,,,,,,
IL,1,2015,45,9.0,97.0,19.3,,,,,,,,
IL,2,2015,50,,,21.9,,,,,,,,
IL,3,2015,64,9.0,93.0,17,,,,,,,,
IL,4,2015,71,64.0,92.0,20.9,,,,,,,,
IL,5,2015,78,69.0,94.0,17.3,,,,,,,,
IL,6,2015,83,76.0,93.0,14.9,,,,,,,,
IL,7,2015,87,79.0,93.0,14.3,,,,,,,,
IL,8,2015,83,75.0,92.0,15.5,,,,,,,,
IL,9,2015,85,74.0,92.0,17.1,,,,,,,,
IL,10,2015,72,62.0,93.0,22.3,,,,,,,,
IL,11,2015,67,62.0,94.0,26.7,,,,,,,,
IL,12,2015,64,60.0,96.0,26.5,,,,,,,,
IL,1,2016,56,8.0,96.0,21.8,,,,,,,,
IL,2,2016,59,7.0,93.0,30.6,,,,,,,,
IL,3,2016,68,58.0,96.0,25.1,,,,,,,,
IL,4,2016,74,63.0,93.0,21,,,,,,,,
IL,5,2016,79,70.0,94.0,17.3,,,,,,,,
IL,6,2016,86,76.0,83.0,15.2,,,,,,,,
IL,7,2016,86,80.0,94.0,14,,,,,,,,
IL,8,2016,86,79.0,98.0,12.5,,,,,,,,
IL,9,2016,85,76.0,98.0,16.6,,,,,,,,
IL,10,2016,80,69.0,93.0,22.1,,,,,,,,
IL,11,2016,74,64.0,96.0,22.5,,,,,,,,
IL,12,2016,58,9.0,97.0,22.2,,,,,,,,
IL,1,2017,60,9.0,99.0,25.7,,,,,,,,
IL,2,2017,65,57.0,94.0,21.7,,,,,,,,
IL,3,2017,67,58.0,97.0,24.1,,,,,,,,
IL,4,2017,76,65.0,97.0,23.1,,,,,,,,
IL,5,2017,81,69.0,95.0,24.8,,,,,,,,
IL,6,2017,86,76.0,83.0,17.1,,,,,,,,
IL,7,2017,91,79.0,91.0,14.1,,,,,,,,
IL,8,2017,85,74.0,93.0,15,,,,,,,,
IL,9,2017,85,74.0,85.0,14.5,,,,,,,,
IL,10,2017,78,69.0,96.0,19.5,,,,,,,,
IL,11,2017,70,57.0,97.0,23.8,,,,,,,,
IL,12,2017,61,9.0,88.0,24.8,,,,,,,,
IL,1,2018,53,9.0,96.0,24.8,,,,,,,,
IL,2,2018,66,9.0,96.0,22.7,,,,,,,,
IL,3,2018,57,46.0,93.0,23.3,,,,,,,,
IL,4,2018,71,60.0,94.0,25,,,,,,,,
IL,5,2018,84,74.0,94.0,20,,,,,,,,
IL,6,2018,88,80.0,92.0,14.9,,,,,,,,
IL,7,2018,87,79.0,94.0,14.8,,,,,,,,
IL,8,2018,87,78.0,92.0,17.5,,,,,,,,
IL,9,2018,86,76.0,97.0,18.2,,,,,,,,
IL,10,2018,81,72.0,97.0,18.6,,,,,,,,
IL,11,2018,55,49.0,95.0,23.4,,,,,,,,
IL,12,2018,60,50.0,98.0,20.1,,,,,,,,
IL,1,2019,56,9.0,92.0,25.3,,,,,,,,
IL,2,2019,52,9.0,96.0,33.1,,,,,,,,
IL,3,2019,62,9.0,98.0,26.7,,,,,,,,
IL,4,2019,71,61.0,95.0,26,,,,,,,,
IL,5,2019,81,71.0,97.0,20.4,,,,,,,,
IL,6,2019,83,75.0,93.0,14.5,,,,,,,,
IL,7,2019,89,80.0,86.0,15.4,,,,,,,,
IL,8,2019,85,75.0,91.0,13.6,,,,,,,,
IL,9,2019,82,74.0,96.0,14,,,,,,,,
IL,10,2019,82,73.0,95.0,20.3,,,,,,,,
IL,11,2019,55,9.0,93.0,26.3,,,,,,,,
IL,12,2019,60,51.0,91.0,21,,,,,,,,
IL,1,2020,57,9.0,99.0,25,,,,,,,,
IL,2,2020,55,9.0,91.0,23.3,,,,,,,,
IL,3,2020,71,63.0,96.0,23.4,,,,,,,,
IL,4,2020,76,63.0,97.0,21.7,,,,,,,,
IL,5,2020,80,70.0,97.0,18,,,,,,,,
IL,6,2020,84,75.0,88.0,23,,,,,,,,
IL,7,2020,86,77.0,89.0,13.4,,,,,,,,
IL,8,2020,87,75.0,85.0,12.1,,,,,,,,
IL,9,2020,79,71.0,92.0,15.9,,,,,,,,
IL,10,2020,73,65.0,93.0,17,,,,,,,,
IL,11,2020,70,63.0,98.0,25,,,,,,,,
IL,12,2020,54,47.0,95.0,26,,,,,,,,
IL,1,2021,45,9.0,99.0,19.1,,,,,,,,
IL,2,2021,55,9.0,94.0,21.4,,,,,,,,
IL,3,2021,64,55.0,96.0,28,,,,,,,,
IL,4,2021,76,66.0,92.0,20.3,,,,,,,,
IL,5,2021,80,69.0,95.0,19.5,,,,,,,,
IL,6,2021,86,75.0,93.0,16.7,,,,,,,,
IL,7,2021,85,77.0,92.0,13.6,,,,,,,,
IL,8,2021,86,78.0,87.0,14.7,,,,,,,,
IL,9,2021,81,71.0,92.0,16.8,,,,,,,,
IL,10,2021,78,68.0,93.0,19.6,,,,,,,,
IL,11,2021,58,51.0,86.0,18.2,,,,,,,,
IL,12,2021,67,60.0,91.0,23.3,,,,,,,,
IL,1,2022,50,9.0,91.0,26.2,,,,,,,,
IL,2,2022,59,7.0,91.0,22.6,,,,,,,,
IL,3,2022,64,53.0,94.0,20,,,,,,,,
IL,4,2022,76,64.0,88.0,22,,,,,,,,
IL,5,2022,86,75.0,93.0,21.4,,,,,,,,
IL,6,2022,92,78.0,85.0,15.4,,,,,,,,
IL,7,2022,90,78.0,93.0,15,,,,,,,,
IL,8,2022,86,79.0,91.0,13.2,,,,,,,,
IL,9,2022,84,72.0,92.0,14.1,,,,,,,,
IL,10,2022,74,70.0,90.0,20.8,,,,,,,,
IL,11,2022,72,61.0,91.0,23,,,,,,,,
IL,12,2022,60,9.0,98.0,31.3,,,,,,,,
IL,1,2023,61,9.0,98.0,19.3,,,,,,,,
IL,2,2023,64,8.0,97.0,25.7,,,,,,,,
IL,3,2023,65,55.0,97.0,23.7,,,,,,,,
IL,4,2023,75,65.0,88.0,22,,,,,,,,
IL,5,2023,81,69.0,94.0,20.8,,,,,,,,
IL,6,2023,89,72.0,87.0,18.6,,,,,,,,
IL,7,2023,90,79.0,96.0,13.4,,,,,,,,
IL,8,2023,91,82.0,94.0,14,,,,,,,,
IL,9,2023,85,75.0,93.0,14.2,,,,,,,,
IL,10,2023,77,65.0,95.0,16.6,,,,,,,,
IL,11,2023,73,58.0,90.0,16.6,,,,,,,,
IL,12,2023,60,,,19.4,,,,,,,,
IL,1,2024,51,,,26.1,,,,,,,,
IL,2,2024,72,,,22.2,,,,,,,,
IL,3,2024,69,,,20.7,,,,,,,,
IN,1,2010,47,9.0,96.0,17.7,,,,,,,,
IN,2,2010,41,35.0,91.0,18.4,,,,,,,,
IN,3,2010,62,52.0,90.0,15.4,,,,,,,,
IN,4,2010,75,62.0,92.0,19.6,,,,,,,,
IN,5,2010,80,70.0,96.0,19.5,,,,,,,,
IN,6,2010,83,76.0,86.0,14.9,,,,,,,,
IN,7,2010,86,78.0,85.0,15.1,,,,,,,,
IN,8,2010,88,78.0,89.0,10.4,,,,,,,,
IN,9,2010,82,71.0,91.0,17.3,,,,,,,,
IN,10,2010,72,61.0,81.0,22.6,,,,,,,,
IN,11,2010,67,59.0,92.0,22.8,,,,,,,,
IN,12,2010,56,51.0,92.0,19.3,,,,,,,,
IN,1,2011,43,4.0,93.0,17.9,,,,,,,,
IN,2,2011,59,9.0,90.0,20.9,,,,,,,,
IN,3,2011,72,59.0,91.0,18.7,,,,,,,,
IN,4,2011,74,64.0,92.0,23.2,,,,,,,,
IN,5,2011,82,72.0,90.0,15.7,,,,,,,,
IN,6,2011,85,73.0,87.0,15.1,,,,,,,,
IN,7,2011,89,80.0,77.0,10.5,,,,,,,,
IN,8,2011,85,75.0,83.0,14,,,,,,,,
IN,9,2011,86,72.0,93.0,17.4,,,,,,,,
IN,10,2011,69,60.0,91.0,19.1,,,,,,,,
IN,11,2011,65,60.0,94.0,23.1,,,,,,,,
IN,12,2011,52,50.0,94.0,20.5,,,,,,,,
IN,1,2012,56,47.0,97.0,21.4,,,,,,,,
IN,2,2012,59,50.0,88.0,20.7,,,,,,,,
IN,3,2012,76,63.0,87.0,23.7,,,,,,,,
IN,4,2012,72,62.0,86.0,20,,,,,,,,
IN,5,2012,83,71.0,94.0,14.2,,,,,,,,
IN,6,2012,90,73.0,80.0,14.3,,,,,,,,
IN,7,2012,93,76.0,78.0,13.9,,,,,,,,
IN,8,2012,85,75.0,76.0,13,,,,,,,,
IN,9,2012,81,74.0,93.0,12.7,,,,,,,,
IN,10,2012,70,61.0,95.0,21.1,,,,,,,,
IN,11,2012,62,52.0,85.0,19.1,,,,,,,,
IN,12,2012,66,60.0,96.0,24.9,,,,,,,,
IN,1,2013,62,8.0,97.0,21.1,,,,,,,,
IN,2,2013,46,9.0,92.0,22.9,,,,,,,,
IN,3,2013,59,47.0,92.0,21.7,,,,,,,,
IN,4,2013,73,64.0,98.0,19,,,,,,,,
IN,5,2013,82,70.0,91.0,16.1,,,,,,,,
IN,6,2013,82,73.0,85.0,14.9,,,,,,,,
IN,7,2013,86,75.0,89.0,13.1,,,,,,,,
IN,8,2013,85,74.0,87.0,12.2,,,,,,,,
IN,9,2013,87,73.0,91.0,11.8,,,,,,,,
IN,10,2013,77,,,17.6,,,,,,,,
IN,11,2013,60,55.0,91.0,21.2,,,,,,,,
IN,12,2013,59,9.0,98.0,15.5,,,,,,,,
IN,1,2014,46,7.0,99.0,20.9,,,,,,,,
IN,2,2014,51,7.0,95.0,23.1,,,,,,,,
IN,3,2014,59,9.0,90.0,20.7,,,,,,,,
IN,4,2014,73,60.0,96.0,20.4,,,,,,,,
IN,5,2014,79,67.0,93.0,15.8,,,,,,,,
IN,6,2014,82,72.0,89.0,16.5,,,,,,,,
IN,7,2014,81,73.0,84.0,15.2,,,,,,,,
IN,8,2014,82,73.0,87.0,12.9,,,,,,,,
IN,9,2014,81,73.0,84.0,17,,,,,,,,
IN,10,2014,72,64.0,92.0,17.4,,,,,,,,
IN,11,2014,56,53.0,85.0,23,,,,,,,,
IN,12,2014,53,47.0,99.0,16.6,,,,,,,,
IN,1,2015,47,9.0,99.0,19.2,,,,,,,,
IN,2,2015,50,,,20.6,,,,,,,,
IN,3,2015,62,51.0,92.0,16.1,,,,,,,,
IN,4,2015,72,63.0,89.0,20.4,,,,,,,,
IN,5,2015,78,68.0,88.0,18.4,,,,,,,,
IN,6,2015,82,73.0,85.0,15.8,,,,,,,,
IN,7,2015,83,75.0,84.0,13.2,,,,,,,,
